event,person.properties.email,properties.screenName,properties.$lib,timestamp,properties.$current_url
$pageview,,MyChats/Unallocated,web,2024-05-06 16:36:00.506000+00:00,https://localhost/#/chats/unallocated
$pageleave,,MyChats,web,2024-05-06 16:36:00.506000+00:00,https://localhost/#/chats/unallocated
$pageleave,,MyChats/active,web,2024-05-06 16:35:58.663000+00:00,https://localhost/#/chats
$pageview,,MyChats,web,2024-05-06 16:35:58.663000+00:00,https://localhost/#/chats
$pageview,,MyChats/active,web,2024-05-06 16:35:58.660000+00:00,https://localhost/#/chats
$pageleave,,Home,web,2024-05-06 16:35:58.659000+00:00,https://localhost/#/chats
$pageview,,Home,web,2024-05-06 16:35:56.334000+00:00,https://localhost/
$pageleave,,Improve,web,2024-05-06 16:32:47.554000+00:00,capacitor://localhost#/menopause/symptoms
$pageview,,Symptoms,web,2024-05-06 16:32:47.554000+00:00,capacitor://localhost#/menopause/symptoms
$pageview,,Improve,web,2024-05-06 16:32:45.236000+00:00,capacitor://localhost#/menopause/improve
$pageview,,FAQs/08. Lifestyle considerations/answers,web,2024-05-06 16:28:21.176000+00:00,capacitor://localhost#/faqs/Ytr3ohAAACEAHd5c/YtsKsBAAACEAHjJJ
$pageleave,,FAQs/08. Lifestyle considerations,web,2024-05-06 16:28:21.175000+00:00,capacitor://localhost#/faqs/Ytr3ohAAACEAHd5c/YtsKsBAAACEAHjJJ
$pageleave,,FAQs/08. Lifestyle considerations/answers,web,2024-05-06 16:28:19.904000+00:00,capacitor://localhost#/faqs/Ytr3ohAAACEAHd5c
$pageview,,FAQs/08. Lifestyle considerations,web,2024-05-06 16:28:19.904000+00:00,capacitor://localhost#/faqs/Ytr3ohAAACEAHd5c
$pageleave,,FAQs/08. Lifestyle considerations,web,2024-05-06 16:28:13.562000+00:00,capacitor://localhost#/faqs/Ytr3ohAAACEAHd5c/YtsKsBAAACEAHjJJ
$pageview,,FAQs/08. Lifestyle considerations/answers,web,2024-05-06 16:28:13.562000+00:00,capacitor://localhost#/faqs/Ytr3ohAAACEAHd5c/YtsKsBAAACEAHjJJ
$pageview,,FAQs/08. Lifestyle considerations,web,2024-05-06 16:28:11.364000+00:00,capacitor://localhost#/faqs/Ytr3ohAAACEAHd5c
$pageleave,,FAQs,web,2024-05-06 16:28:11.363000+00:00,capacitor://localhost#/faqs/Ytr3ohAAACEAHd5c
$pageleave,,FAQs/07. Breastfeeding skills,web,2024-05-06 16:28:10.193000+00:00,capacitor://localhost#/faqs
$pageleave,,FAQs,web,2024-05-06 16:28:06.895000+00:00,capacitor://localhost#/faqs/Ys_mRhAAACAA9JwO
$pageview,,FAQs/07. Breastfeeding skills,web,2024-05-06 16:28:06.895000+00:00,capacitor://localhost#/faqs/Ys_mRhAAACAA9JwO
$pageview,,FAQs,web,2024-05-06 16:28:05.141000+00:00,capacitor://localhost#/faqs
$pageleave,,Home,web,2024-05-06 16:28:05.141000+00:00,capacitor://localhost#/faqs
$pageleave,,Explore,web,2024-05-06 16:27:57.822000+00:00,capacitor://localhost#/
$pageview,,Home,web,2024-05-06 16:27:57.822000+00:00,capacitor://localhost#/
$pageleave,,Home,web,2024-05-06 16:27:30.914000+00:00,capacitor://localhost#/explore
$pageview,,Explore,web,2024-05-06 16:27:30.913000+00:00,capacitor://localhost#/explore
$pageview,,Home,web,2024-05-06 16:27:28.269000+00:00,capacitor://localhost#/
$pageleave,,FAQs,web,2024-05-06 16:27:28.269000+00:00,capacitor://localhost#/
$pageview,,FAQs,web,2024-05-06 16:27:27.612000+00:00,capacitor://localhost#/faqs
$pageleave,,FAQs/07. Breastfeeding skills,web,2024-05-06 16:27:27.611000+00:00,capacitor://localhost#/faqs
$pageleave,,FAQs/07. Breastfeeding skills/answers,web,2024-05-06 16:27:26.785000+00:00,capacitor://localhost#/faqs/Ys_mRhAAACAA9JwO
$pageview,,FAQs/07. Breastfeeding skills,web,2024-05-06 16:27:26.785000+00:00,capacitor://localhost#/faqs/Ys_mRhAAACAA9JwO
$pageview,,FAQs/07. Breastfeeding skills/answers,web,2024-05-06 16:26:48.350000+00:00,capacitor://localhost#/faqs/Ys_mRhAAACAA9JwO/YtsPxxAAACMAHkkr
$pageleave,,FAQs/07. Breastfeeding skills,web,2024-05-06 16:26:48.350000+00:00,capacitor://localhost#/faqs/Ys_mRhAAACAA9JwO/YtsPxxAAACMAHkkr
$pageview,,FAQs/07. Breastfeeding skills,web,2024-05-06 16:26:45.925000+00:00,capacitor://localhost#/faqs/Ys_mRhAAACAA9JwO
$pageleave,,FAQs/07. Breastfeeding skills/answers,web,2024-05-06 16:26:45.924000+00:00,capacitor://localhost#/faqs/Ys_mRhAAACAA9JwO
$pageleave,,FAQs/07. Breastfeeding skills,web,2024-05-06 16:25:49.326000+00:00,capacitor://localhost#/faqs/Ys_mRhAAACAA9JwO/YtsQERAAACAAHkpy
$pageleave,,FAQs,web,2024-05-06 16:25:47.318000+00:00,capacitor://localhost#/faqs/Ys_mRhAAACAA9JwO
$pageview,,FAQs/07. Breastfeeding skills,web,2024-05-06 16:25:47.318000+00:00,capacitor://localhost#/faqs/Ys_mRhAAACAA9JwO
$pageleave,,FAQs/06. New baby: new life!,web,2024-05-06 16:25:46.544000+00:00,capacitor://localhost#/faqs
$pageview,,FAQs/06. New baby: new life!,web,2024-05-06 16:25:45.056000+00:00,capacitor://localhost#/faqs/Ytr4IBAAACIAHeCo
$pageleave,,FAQs,web,2024-05-06 16:25:45.056000+00:00,capacitor://localhost#/faqs/Ytr4IBAAACIAHeCo
$pageview,,FAQs,web,2024-05-06 16:25:43.738000+00:00,capacitor://localhost#/faqs
$pageleave,,FAQs/06. New baby: new life!,web,2024-05-06 16:25:43.737000+00:00,capacitor://localhost#/faqs
$pageview,,FAQs/06. New baby: new life!,web,2024-05-06 16:25:42.530000+00:00,capacitor://localhost#/faqs/Ytr4IBAAACIAHeCo
$pageleave,,FAQs/06. New baby: new life!/answers,web,2024-05-06 16:25:42.529000+00:00,capacitor://localhost#/faqs/Ytr4IBAAACIAHeCo
$pageview,,Communities,web,2024-05-06 16:25:07.467000+00:00,capacitor://localhost#/communities
$pageleave,,Home,web,2024-05-06 16:25:07.466000+00:00,capacitor://localhost#/communities
$pageview,,Home,web,2024-05-06 16:25:01.645000+00:00,capacitor://localhost#/
$pageview,,Home,web,2024-05-06 16:24:40.273000+00:00,capacitor://localhost
$pageview,,FAQs/06. New baby: new life!/answers,web,2024-05-06 16:24:28.984000+00:00,capacitor://localhost#/faqs/Ytr4IBAAACIAHeCo/YtsVjhAAACMAHmM0
$pageleave,,FAQs/06. New baby: new life!,web,2024-05-06 16:24:28.984000+00:00,capacitor://localhost#/faqs/Ytr4IBAAACIAHeCo/YtsVjhAAACMAHmM0
$pageview,,FAQs/06. New baby: new life!,web,2024-05-06 16:24:26.598000+00:00,capacitor://localhost#/faqs/Ytr4IBAAACIAHeCo
$pageleave,,FAQs/06. New baby: new life!/answers,web,2024-05-06 16:24:26.598000+00:00,capacitor://localhost#/faqs/Ytr4IBAAACIAHeCo
$pageleave,,FAQs/06. New baby: new life!,web,2024-05-06 16:21:54.568000+00:00,capacitor://localhost#/faqs/Ytr4IBAAACIAHeCo/YtsWgxAAACAAHmeE
$pageview,,FAQs/06. New baby: new life!/answers,web,2024-05-06 16:21:54.568000+00:00,capacitor://localhost#/faqs/Ytr4IBAAACIAHeCo/YtsWgxAAACAAHmeE
$pageview,,FAQs/06. New baby: new life!,web,2024-05-06 16:21:53.632000+00:00,capacitor://localhost#/faqs/Ytr4IBAAACIAHeCo
$pageleave,,FAQs/06. New baby: new life!/answers,web,2024-05-06 16:21:53.632000+00:00,capacitor://localhost#/faqs/Ytr4IBAAACIAHeCo
$pageleave,,FAQs/06. New baby: new life!,web,2024-05-06 16:21:50.497000+00:00,capacitor://localhost#/faqs/Ytr4IBAAACIAHeCo/YtsWgxAAACAAHmeE
$pageleave,,FAQs/06. New baby: new life!/answers,web,2024-05-06 16:21:48.935000+00:00,capacitor://localhost#/faqs/Ytr4IBAAACIAHeCo
$pageleave,,FAQs/06. New baby: new life!,web,2024-05-06 16:19:55.028000+00:00,capacitor://localhost#/faqs/Ytr4IBAAACIAHeCo/YtsWDBAAACAAHmVq
$pageview,,FAQs/06. New baby: new life!/answers,web,2024-05-06 16:19:55.028000+00:00,capacitor://localhost#/faqs/Ytr4IBAAACIAHeCo/YtsWDBAAACAAHmVq
$pageview,,FAQs/06. New baby: new life!,web,2024-05-06 16:19:54.079000+00:00,capacitor://localhost#/faqs/Ytr4IBAAACIAHeCo
$pageleave,,FAQs/06. New baby: new life!/answers,web,2024-05-06 16:19:54.079000+00:00,capacitor://localhost#/faqs/Ytr4IBAAACIAHeCo
$pageleave,,FAQs/06. New baby: new life!,web,2024-05-06 16:19:52.258000+00:00,capacitor://localhost#/faqs/Ytr4IBAAACIAHeCo/YtsW7hAAACEAHmlx
$pageview,,FAQs/06. New baby: new life!/answers,web,2024-05-06 16:19:52.258000+00:00,capacitor://localhost#/faqs/Ytr4IBAAACIAHeCo/YtsW7hAAACEAHmlx
$pageleave,,FAQs,web,2024-05-06 16:19:50.510000+00:00,capacitor://localhost#/faqs/Ytr4IBAAACIAHeCo
$pageview,,FAQs/06. New baby: new life!,web,2024-05-06 16:19:50.510000+00:00,capacitor://localhost#/faqs/Ytr4IBAAACIAHeCo
$pageview,,FAQs,web,2024-05-06 16:19:49.159000+00:00,capacitor://localhost#/faqs
$pageleave,,FAQs/04. Common worries and breastfeeding myths,web,2024-05-06 16:19:49.159000+00:00,capacitor://localhost#/faqs
$pageview,,FAQs/04. Common worries and breastfeeding myths,web,2024-05-06 16:19:43.101000+00:00,capacitor://localhost#/faqs/Ytr32RAAACIAHd9c
$pageleave,,FAQs,web,2024-05-06 16:19:43.100000+00:00,capacitor://localhost#/faqs/Ytr32RAAACIAHd9c
$pageview,,FAQs,web,2024-05-06 16:19:40.860000+00:00,capacitor://localhost#/faqs
$pageleave,,Home,web,2024-05-06 16:19:40.860000+00:00,capacitor://localhost#/faqs
$pageleave,,Onboarding/About,web,2024-05-06 16:19:34.752000+00:00,capacitor://localhost#/
$pageview,,Home,web,2024-05-06 16:19:34.752000+00:00,capacitor://localhost#/
$pageview,,Onboarding/About,web,2024-05-06 16:19:05.028000+00:00,capacitor://localhost#/onboarding/start
$pageleave,,Onboarding/WelcomeMessage,web,2024-05-06 16:19:05.027000+00:00,capacitor://localhost#/onboarding/start
$pageview,,Onboarding/WelcomeMessage,web,2024-05-06 16:19:03.213000+00:00,capacitor://localhost#/onboarding
$pageleave,,Email Verified,web,2024-05-06 16:19:03.213000+00:00,capacitor://localhost#/onboarding
$pageview,,Email Verified,web,2024-05-06 16:18:47.582000+00:00,capacitor://localhost#/auth/signup/verified?token=NjAzNDhhZTAtYzQyMy00MjdiLWE3MGMtZmQzZGFmZmMzZDJh&username=ZGFuaWVsbGVsaXRzdGVyQGhvdG1haWwuY28udWs=&usertype=parent&env=prod
$pageleave,,Reset Password,web,2024-05-06 16:18:47.582000+00:00,capacitor://localhost#/auth/signup/verified?token=NjAzNDhhZTAtYzQyMy00MjdiLWE3MGMtZmQzZGFmZmMzZDJh&username=ZGFuaWVsbGVsaXRzdGVyQGhvdG1haWwuY28udWs=&usertype=parent&env=prod
$pageview,,Reset Password,web,2024-05-06 16:18:47.581000+00:00,capacitor://localhost#/auth/signup/verified?token=NjAzNDhhZTAtYzQyMy00MjdiLWE3MGMtZmQzZGFmZmMzZDJh&username=ZGFuaWVsbGVsaXRzdGVyQGhvdG1haWwuY28udWs=&usertype=parent&env=prod
$pageleave,,Email Sent,web,2024-05-06 16:18:47.581000+00:00,capacitor://localhost#/auth/signup/verified?token=NjAzNDhhZTAtYzQyMy00MjdiLWE3MGMtZmQzZGFmZmMzZDJh&username=ZGFuaWVsbGVsaXRzdGVyQGhvdG1haWwuY28udWs=&usertype=parent&env=prod
$pageview,,Email Sent,web,2024-05-06 16:18:27.639000+00:00,capacitor://localhost#/auth/signup/email-sent
$pageview,,Register,web,2024-05-06 16:17:27.913000+00:00,capacitor://localhost#/auth/signup/parent
$pageview,,Signup,web,2024-05-06 16:17:26.601000+00:00,capacitor://localhost#/auth/signup
$pageleave,,Splash,web,2024-05-06 16:17:26.600000+00:00,capacitor://localhost#/auth/signup
$pageview,,Splash,web,2024-05-06 16:17:25.151000+00:00,capacitor://localhost#/auth/splash
$pageview,,Home,web,2024-05-06 16:15:35.238000+00:00,capacitor://localhost#/
$pageleave,,MyChats/active,web,2024-05-06 16:15:35.238000+00:00,capacitor://localhost#/
$pageleave,,MyChats/Unallocated,web,2024-05-06 16:15:31.207000+00:00,capacitor://localhost#/chats
$pageview,,MyChats/active,web,2024-05-06 16:15:31.207000+00:00,capacitor://localhost#/chats
$pageview,,MyChats/Unallocated,web,2024-05-06 16:15:28.819000+00:00,capacitor://localhost#/chats/unallocated
$pageleave,,MyChats/Thread,web,2024-05-06 16:15:28.819000+00:00,capacitor://localhost#/chats/unallocated
$pageview,,MyChats/Thread,web,2024-05-06 16:14:31.184000+00:00,capacitor://localhost#/chats/9f1f04d8-b32d-430e-b37f-ae3a4ef2adf8
$pageleave,,MyChats/Unallocated,web,2024-05-06 16:14:31.184000+00:00,capacitor://localhost#/chats/9f1f04d8-b32d-430e-b37f-ae3a4ef2adf8
$pageleave,,MyChats,web,2024-05-06 16:14:28.615000+00:00,capacitor://localhost#/chats/unallocated
$pageview,,MyChats,web,2024-05-06 16:14:27.252000+00:00,capacitor://localhost#/chats
$pageleave,,MyChats/active,web,2024-05-06 16:14:27.251000+00:00,capacitor://localhost#/chats
$pageview,,MyChats/active,web,2024-05-06 16:14:27.251000+00:00,capacitor://localhost#/chats
$pageleave,,Home,web,2024-05-06 16:14:27.250000+00:00,capacitor://localhost#/chats
$pageview,,Home,web,2024-05-06 16:14:20.928000+00:00,capacitor://localhost#/
$pageview,,Home,web,2024-05-06 15:53:17.114000+00:00,https://localhost/
$pageview,,Home,web,2024-05-06 14:56:54.307000+00:00,capacitor://localhost
$pageview,,Anya,web,2024-05-06 14:49:54.545000+00:00,https://localhost/#/anya
$pageleave,,Home,web,2024-05-06 14:49:54.543000+00:00,https://localhost/#/anya
$pageview,,Home,web,2024-05-06 14:49:51.009000+00:00,https://localhost/
$pageleave,,Communities,web,2024-05-06 14:32:03.890000+00:00,capacitor://localhost#/
$pageview,,Home,web,2024-05-06 14:32:03.890000+00:00,capacitor://localhost#/
$pageview,,Communities,web,2024-05-06 14:32:02.885000+00:00,capacitor://localhost#/communities
$pageleave,,Animation,web,2024-05-06 14:32:02.884000+00:00,capacitor://localhost#/communities
$pageview,,Animation,web,2024-05-06 14:31:56.598000+00:00,capacitor://localhost#/animation
$pageleave,,Home,web,2024-05-06 14:31:56.597000+00:00,capacitor://localhost#/animation
$pageview,,Home,web,2024-05-06 14:31:54.392000+00:00,capacitor://localhost#/
$pageleave,,Articles/Parentcraft and local antenatal education classes,web,2024-05-06 14:31:54.392000+00:00,capacitor://localhost#/
$pageview,,Articles/Parentcraft and local antenatal education classes,web,2024-05-06 14:31:36.219000+00:00,capacitor://localhost#/articles/ZSpvexAAACUAkHVT
$pageleave,,Articles,web,2024-05-06 14:31:36.219000+00:00,capacitor://localhost#/articles/ZSpvexAAACUAkHVT
$pageview,,Articles,web,2024-05-06 14:31:30.455000+00:00,capacitor://localhost#/articles
$pageview,,Explore,web,2024-05-06 14:31:26.607000+00:00,capacitor://localhost#/explore
$pageleave,,Home,web,2024-05-06 14:31:26.607000+00:00,capacitor://localhost#/explore
$pageview,,Home,web,2024-05-06 14:31:18.901000+00:00,capacitor://localhost
$pageleave,,Anya,web,2024-05-06 14:31:18.901000+00:00,capacitor://localhost
$pageview,,Anya,web,2024-05-06 14:29:29.703000+00:00,capacitor://localhost#/anya
$pageleave,,Home,web,2024-05-06 14:29:29.702000+00:00,capacitor://localhost#/anya
$pageview,,MyChats/Unallocated,web,2024-05-06 14:28:46.624000+00:00,capacitor://localhost#/chats/unallocated
$pageleave,,MyChats/active,web,2024-05-06 14:28:46.624000+00:00,capacitor://localhost#/chats/unallocated
$pageview,,MyChats/active,web,2024-05-06 14:28:43.582000+00:00,capacitor://localhost#/chats
$pageleave,,MyChats/Thread,web,2024-05-06 14:28:43.581000+00:00,capacitor://localhost#/chats
$pageview,,MyChats/Thread,web,2024-05-06 14:28:40.427000+00:00,capacitor://localhost#/chats/8497c47b-4afd-44a6-a90c-bedd55c112bc
$pageleave,,MyChats,web,2024-05-06 14:28:40.426000+00:00,capacitor://localhost#/chats/8497c47b-4afd-44a6-a90c-bedd55c112bc
$pageview,,MyChats,web,2024-05-06 14:28:35.057000+00:00,capacitor://localhost#/chats
$pageleave,,MyChats/active,web,2024-05-06 14:28:35.057000+00:00,capacitor://localhost#/chats
$pageview,,MyChats/active,web,2024-05-06 14:28:35.055000+00:00,capacitor://localhost#/chats
$pageleave,,Home,web,2024-05-06 14:28:35.055000+00:00,capacitor://localhost#/chats
$pageview,,Home,web,2024-05-06 14:28:31.100000+00:00,capacitor://localhost#/
$pageview,,Home,web,2024-05-06 14:26:18.186000+00:00,capacitor://localhost
$pageleave,,Anya,web,2024-05-06 14:26:18.186000+00:00,capacitor://localhost
$pageview,,Anya,web,2024-05-06 14:24:40.653000+00:00,capacitor://localhost#/anya
$pageleave,,Home,web,2024-05-06 14:24:40.652000+00:00,capacitor://localhost#/anya
$pageview,,Home,web,2024-05-06 14:24:34.491000+00:00,capacitor://localhost
$pageleave,,Anya,web,2024-05-06 14:24:34.490000+00:00,capacitor://localhost
$pageview,,Home,web,2024-05-06 14:23:12.240000+00:00,capacitor://localhost
$pageleave,,Home,web,2024-05-06 14:21:39.830000+00:00,capacitor://localhost#/anya
$pageview,,Anya,web,2024-05-06 14:21:39.830000+00:00,capacitor://localhost#/anya
$pageview,,Home,web,2024-05-06 14:21:34.132000+00:00,capacitor://localhost
$pageview,,Articles,web,2024-05-06 14:18:49.362000+00:00,capacitor://localhost#/articles
$pageleave,,Explore,web,2024-05-06 14:18:49.361000+00:00,capacitor://localhost#/articles
$pageleave,,Home,web,2024-05-06 14:18:29.494000+00:00,capacitor://localhost#/explore
$pageview,,Explore,web,2024-05-06 14:18:29.494000+00:00,capacitor://localhost#/explore
$pageview,,Home,web,2024-05-06 14:18:14.663000+00:00,capacitor://localhost#/
$pageleave,,Anya,web,2024-05-06 14:18:14.663000+00:00,capacitor://localhost#/
$pageleave,,Home,web,2024-05-06 14:18:12.774000+00:00,capacitor://localhost#/anya
$pageview,,Anya,web,2024-05-06 14:18:12.774000+00:00,capacitor://localhost#/anya
$pageleave,,Onboarding/About,web,2024-05-06 14:17:59.466000+00:00,capacitor://localhost#/
$pageview,,Home,web,2024-05-06 14:17:59.466000+00:00,capacitor://localhost#/
$pageleave,,Onboarding/WelcomeMessage,web,2024-05-06 14:17:11.085000+00:00,capacitor://localhost#/onboarding/start
$pageview,,Onboarding/About,web,2024-05-06 14:17:11.085000+00:00,capacitor://localhost#/onboarding/start
$pageview,,Onboarding/WelcomeMessage,web,2024-05-06 14:17:05.539000+00:00,capacitor://localhost#/onboarding
$pageleave,,Email Verified,web,2024-05-06 14:17:05.539000+00:00,capacitor://localhost#/onboarding
$pageview,,Email Verified,web,2024-05-06 14:16:48.835000+00:00,capacitor://localhost#/auth/signup/verified?token=ZGNkYzM3ZWQtMTA5YS00Njg4LWJjOGItNTZiNjZkMGVmMGJl&username=bWVnYW5lbWlseTU4QGdtYWlsLmNvbQ%3D%3D&usertype=parent&env=prod
$pageleave,,Email Sent,web,2024-05-06 14:16:48.834000+00:00,capacitor://localhost#/auth/signup/verified?token=ZGNkYzM3ZWQtMTA5YS00Njg4LWJjOGItNTZiNjZkMGVmMGJl&username=bWVnYW5lbWlseTU4QGdtYWlsLmNvbQ%3D%3D&usertype=parent&env=prod
$pageleave,,Reset Password,web,2024-05-06 14:16:48.834000+00:00,capacitor://localhost#/auth/signup/verified?token=ZGNkYzM3ZWQtMTA5YS00Njg4LWJjOGItNTZiNjZkMGVmMGJl&username=bWVnYW5lbWlseTU4QGdtYWlsLmNvbQ%3D%3D&usertype=parent&env=prod
$pageview,,Reset Password,web,2024-05-06 14:16:48.834000+00:00,capacitor://localhost#/auth/signup/verified?token=ZGNkYzM3ZWQtMTA5YS00Njg4LWJjOGItNTZiNjZkMGVmMGJl&username=bWVnYW5lbWlseTU4QGdtYWlsLmNvbQ%3D%3D&usertype=parent&env=prod
$pageview,,Email Sent,web,2024-05-06 14:16:34.958000+00:00,capacitor://localhost#/auth/signup/email-sent
$pageleave,,Register,web,2024-05-06 14:16:34.957000+00:00,capacitor://localhost#/auth/signup/email-sent
$pageview,,Register,web,2024-05-06 14:15:29.127000+00:00,capacitor://localhost#/auth/signup/parent
$pageleave,,Signup,web,2024-05-06 14:15:29.127000+00:00,capacitor://localhost#/auth/signup/parent
$pageview,,Signup,web,2024-05-06 14:15:27.390000+00:00,capacitor://localhost#/auth/signup
$pageleave,,Splash,web,2024-05-06 14:15:27.389000+00:00,capacitor://localhost#/auth/signup
$pageview,,Splash,web,2024-05-06 14:15:25.877000+00:00,capacitor://localhost#/auth/splash
$pageleave,,Events/Rebuilding milk supply from combi feeding,web,2024-05-06 13:54:56.019000+00:00,https://localhost/
$pageview,,Events/Rebuilding milk supply from combi feeding,web,2024-05-06 13:54:28.496000+00:00,https://localhost/#/events/YyGlIxMAACQA_3AR
$pageleave,,Home,web,2024-05-06 13:54:28.494000+00:00,https://localhost/#/events/YyGlIxMAACQA_3AR
$pageleave,,FAQs,web,2024-05-06 13:54:17.693000+00:00,https://localhost/
$pageview,,FAQs,web,2024-05-06 13:54:10.320000+00:00,https://localhost/#/faqs
$pageleave,,Home,web,2024-05-06 13:54:10.319000+00:00,https://localhost/#/faqs
$pageview,,Home,web,2024-05-06 13:54:06.762000+00:00,https://localhost/
$pageview,,Explore,web,2024-05-06 13:53:24.816000+00:00,capacitor://localhost#/explore
$pageleave,,Home,web,2024-05-06 13:53:24.816000+00:00,capacitor://localhost#/explore
$pageview,,Home,web,2024-05-06 13:52:52.195000+00:00,capacitor://localhost#/
$pageleave,,Explore,web,2024-05-06 13:52:52.195000+00:00,capacitor://localhost#/
$pageview,,Explore,web,2024-05-06 13:52:49.147000+00:00,capacitor://localhost#/explore
$pageleave,,Articles,web,2024-05-06 13:52:49.146000+00:00,capacitor://localhost#/explore
$pageview,,Articles,web,2024-05-06 13:52:21.449000+00:00,capacitor://localhost#/articles
$pageleave,,Explore,web,2024-05-06 13:52:21.449000+00:00,capacitor://localhost#/articles
$pageview,,Explore,web,2024-05-06 13:52:18.487000+00:00,capacitor://localhost#/explore
$pageleave,,Articles,web,2024-05-06 13:52:18.486000+00:00,capacitor://localhost#/explore
$pageleave,,Explore,web,2024-05-06 13:47:33.113000+00:00,capacitor://localhost#/articles
$pageview,,Articles,web,2024-05-06 13:47:33.113000+00:00,capacitor://localhost#/articles
$pageleave,,Home,web,2024-05-06 13:47:30.711000+00:00,capacitor://localhost#/explore
$pageview,,Explore,web,2024-05-06 13:47:30.711000+00:00,capacitor://localhost#/explore
$pageleave,,MyProfile,web,2024-05-06 13:47:22.791000+00:00,capacitor://localhost#/
$pageview,,MyProfile,web,2024-05-06 13:47:20.045000+00:00,capacitor://localhost#/profile
$pageleave,,Home,web,2024-05-06 13:47:20.044000+00:00,capacitor://localhost#/profile
$pageleave,,Anya,web,2024-05-06 13:47:15.655000+00:00,capacitor://localhost#/
$pageview,,Home,web,2024-05-06 13:47:15.655000+00:00,capacitor://localhost#/
$pageleave,,Home,web,2024-05-06 13:47:13.677000+00:00,capacitor://localhost#/anya
$pageview,,Anya,web,2024-05-06 13:47:13.677000+00:00,capacitor://localhost#/anya
$pageview,,Home,web,2024-05-06 13:47:11.298000+00:00,capacitor://localhost#/
$pageleave,,Communities,web,2024-05-06 13:47:11.297000+00:00,capacitor://localhost#/
$pageleave,,Articles,web,2024-05-06 13:47:09.519000+00:00,capacitor://localhost#/communities
$pageview,,Communities,web,2024-05-06 13:47:09.519000+00:00,capacitor://localhost#/communities
$pageview,,Articles,web,2024-05-06 13:46:38.254000+00:00,capacitor://localhost#/articles
$pageleave,,Explore,web,2024-05-06 13:46:38.253000+00:00,capacitor://localhost#/articles
$pageleave,,Home,web,2024-05-06 13:46:32.469000+00:00,capacitor://localhost#/explore
$pageview,,Explore,web,2024-05-06 13:46:32.469000+00:00,capacitor://localhost#/explore
$pageview,,Home,web,2024-05-06 13:46:27.364000+00:00,capacitor://localhost
$pageview,,Anya,web,2024-05-06 13:43:13.829000+00:00,capacitor://localhost#/anya
$pageleave,,Communities,web,2024-05-06 13:40:23.278000+00:00,capacitor://localhost#/communities/8c4d3f91-54fc-4ce9-89d0-8add6568a7fa/chat?joined=true
$pageview,,Community/Breastfeeding A New Baby/chat,web,2024-05-06 13:40:23.278000+00:00,capacitor://localhost#/communities/8c4d3f91-54fc-4ce9-89d0-8add6568a7fa/chat?joined=true
$pageleave,,Home,web,2024-05-06 13:40:08.879000+00:00,capacitor://localhost#/communities
$pageview,,Communities,web,2024-05-06 13:40:08.879000+00:00,capacitor://localhost#/communities
$pageview,,Splash,web,2024-05-06 13:34:01.642000+00:00,capacitor://localhost#/auth/splash
$pageview,,Splash,web,2024-05-06 13:15:36.578000+00:00,capacitor://localhost#/auth/splash
$pageview,,Subscriptions/Corporate Email Sent,web,2024-05-06 13:07:05.516000+00:00,capacitor://localhost#/subscriptions/email-sent
$pageleave,,Subscriptions/Get Corporate,web,2024-05-06 13:07:05.515000+00:00,capacitor://localhost#/subscriptions/email-sent
$pageview,,Subscriptions/Get Corporate,web,2024-05-06 13:06:44.793000+00:00,capacitor://localhost#/subscriptions/get-corporate
$pageleave,,Subscription/Active Subscription,web,2024-05-06 13:06:44.792000+00:00,capacitor://localhost#/subscriptions/get-corporate
$pageview,,Subscription/No Subscription,web,2024-05-06 13:05:47.425000+00:00,capacitor://localhost#/subscriptions
$pageleave,,Subscription/No Subscription,web,2024-05-06 13:05:47.425000+00:00,capacitor://localhost#/subscriptions
$pageview,,Subscription/Active Subscription,web,2024-05-06 13:05:47.425000+00:00,capacitor://localhost#/subscriptions
$pageleave,,Anya,web,2024-05-06 13:05:47.424000+00:00,capacitor://localhost#/subscriptions
$pageview,,Anya,web,2024-05-06 13:05:45.925000+00:00,capacitor://localhost#/anya
$pageleave,,Subscription/Active Subscription,web,2024-05-06 13:05:45.925000+00:00,capacitor://localhost#/anya
$pageleave,,Subscription/No Subscription,web,2024-05-06 13:05:32.310000+00:00,capacitor://localhost#/subscriptions
$pageview,,Subscription/Active Subscription,web,2024-05-06 13:05:32.310000+00:00,capacitor://localhost#/subscriptions
$pageview,,Subscription/No Subscription,web,2024-05-06 13:05:32.309000+00:00,capacitor://localhost#/subscriptions
$pageleave,,Animation/How to latch the baby on/Cross cradle,web,2024-05-06 13:05:32.309000+00:00,capacitor://localhost#/subscriptions
$pageleave,,Animation,web,2024-05-06 13:03:40.260000+00:00,capacitor://localhost#/animation
$pageview,,Animation/How to latch the baby on/Cross cradle,web,2024-05-06 13:03:40.260000+00:00,capacitor://localhost#/animation
$pageview,,Animation,web,2024-05-06 13:03:30.973000+00:00,capacitor://localhost#/animation
$pageleave,,Explore,web,2024-05-06 13:03:30.973000+00:00,capacitor://localhost#/animation
$pageleave,,MyProfile,web,2024-05-06 13:03:25.440000+00:00,capacitor://localhost#/explore
$pageview,,Explore,web,2024-05-06 13:03:25.440000+00:00,capacitor://localhost#/explore
$pageview,,MyProfile,web,2024-05-06 13:02:38.825000+00:00,capacitor://localhost#/profile
$pageleave,,Communities,web,2024-05-06 13:02:38.825000+00:00,capacitor://localhost#/profile
